Option Name,Asset Class Name,Name/Kind of Investment Item,Stock ID,ID_Type,Listed Country
Balanced Growth,Listed property,LAND SECURITIES GROUP,BYW0PQ6,SEDOL,
Balanced Growth,Listed property,LENDLEASE GROUP,6512004,SEDOL,
Balanced Growth,Listed property,MIRVAC GROUP,6161978,SEDOL,
Balanced Growth,Listed property,NATIONAL RETAIL PPTYS,2211811,SEDOL,
Balanced Growth,Listed property,NATIONAL STORAGE REIT,BGP6479,SEDOL,
Balanced Growth,Listed property,Nippon Accommodations Fund,B182BB2,SEDOL,
Balanced Growth,Listed property,PROLOGIS,B44WZD7,SEDOL,
Balanced Growth,Listed property,RAM ESSENTIAL SERVICES PROPERTY FUND REIT AUD,BMCFQX1,SEDOL,
Balanced Growth,Listed property,REGION GROUP,BPBMY63,SEDOL,
Balanced Growth,Listed property,Rexford Industrial Realty,BC9ZHL9,SEDOL,
Balanced Growth,Listed property,RURAL FUNDS GROUP,BJVD378,SEDOL,
Balanced Growth,Listed property,Safestore Holdings,B1N7Z09,SEDOL,
Balanced Growth,Listed property,SBA COMMUNICATIONS A,BZ6TS23,SEDOL,
Balanced Growth,Listed property,SCENTRE GROUP,BLZH0Z7,SEDOL,
Balanced Growth,Listed property,Shaftesbury Capital,B62G9D3,SEDOL,
Balanced Growth,Listed property,Shurgard Self Storage,BQZCBZ4,SEDOL,
Balanced Growth,Listed property,SIMON PROPERTY GROUP,2812452,SEDOL,
Balanced Growth,Listed property,Sirius Real Estate,B1W3VF5,SEDOL,
Balanced Growth,Listed property,STOCKLAND,6850856,SEDOL,
Balanced Growth,Listed property,SUN COMMUNITIES,2860257,SEDOL,
Balanced Growth,Listed property,Terreno Realty,B3N4753,SEDOL,
Balanced Growth,Listed property,UNIBAIL-RODAMCO-WE,BF2PQ09,SEDOL,
Balanced Growth,Listed property,Unite Group,692861,SEDOL,
Balanced Growth,Listed property,Urban Edge Properties,BTPSGQ9,SEDOL,
Balanced Growth,Listed property,VENTAS,2927925,SEDOL,
Balanced Growth,Listed property,VICINITY CENTRES,BY7QXS7,SEDOL,
Balanced Growth,Listed property,WAREHOUSES DE PAUW SCA,BK8VQD9,SEDOL,
Balanced Growth,Listed property,WAYPOINT REIT TRUST,BLBQ285,SEDOL,
Balanced Growth,Listed property,WELLTOWER INC,BYVYHH4,SEDOL,
Balanced Growth,Listed property,WEYERHAEUSER CO,2958936,SEDOL,
Balanced Growth,Listed infrastructure,DALRYMPLE BAY INFRASTRUCTURE LTD,BNM6Z56,SEDOL,
Balanced Growth,Listed infrastructure,TRANSURBAN GROUP,6200882,SEDOL,
