Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,CURRENCY,Stock ID,Listed Country,% Ownership,Units Held,Adress,Value (AUD),Weighting (%)
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6503,JP,,"47,958",-,1324309.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TRP,CN,,"17,591",-,1323383.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ST,SP,,"360,376",-,1314109.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ENEL,IM,,"113,508",-,1307211.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2020,HK,,"80,713",-,1306471.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ADYEN,NA,,543,-,1305372.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EXPN,LN,,"18,714",-,1304072.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VRRM,US,,"33,330",-,1301656.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,INVP,LN,,"118,119",-,1299773.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MAHB,MK,,"339,782",-,1298486.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CRDA,LN,,"18,948",-,1297400.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,005380,KS,,"5,566",-,1294494.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NDA,FH,,"73,435",-,1289575.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SO,US,,"9,688",-,1288125.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HWM,US,,"7,271",-,1284280.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VRSN,US,,"3,832",-,1280833.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FDJ,FP,,"20,565",-,1280159.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,3769,JP,,"15,617",-,1279334.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FPR,AU,,"474,317",-,1275913.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DNB,NO,,"39,182",-,1264286.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,G,US,,"18,220",-,1263898.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PUB,FP,,"7,337",-,1263845.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PSX,US,,"6,801",-,1251486.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DG,FP,,"7,487",-,1248973.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9984,JP,,"13,198",-,1245877.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,COLOB,DC,,"7,063",-,1245380.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HLI,US,,"4,440",-,1245310.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BNZL,LN,,"18,645",-,1243062.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6367,JP,,"6,427",-,1232415.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LISN,SW,,6,-,1231564.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9983,JP,,"2,211",-,1223084.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9961,HK,,"10,849",-,1218124.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ROST,US,,"4,980",-,1216611.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AI,FP,,"4,631",-,1215451.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DUK,US,,"6,959",-,1210908.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,UOL,SP,,"198,120",-,1210330.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HLT,US,,"3,025",-,1207422.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8053,JP,,"34,137",-,1202625.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BAF,IN,,"9,342",-,1202489.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BJ,US,,"8,265",-,1192797.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ACA,FP,,"53,649",-,1192458.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,081660,KS,,"26,832",-,1186353.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DHI,US,,"5,247",-,1184915.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PEO,PW,,"21,853",-,1178345.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VST,US,,"5,287",-,1177315.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ETSY,US,,"13,775",-,1176719.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CX,US,,"129,115",-,1176138.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APP,US,,"2,248",-,1175725.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,1109,HK,,"250,501",-,1174499.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VEA,AU,,"446,508",-,1174317.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SEBA,SS,,"52,870",-,1170437.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NEM,US,,"19,350",-,1163242.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MSTR,US,,"2,483",-,1161423.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,YETI,US,,"18,471",-,1148843.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,C79,AU,,"231,056",-,1141418.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RDOR3,BZ,,"171,740",-,1141334.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CCH,LN,,"20,622",-,1139610.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NPN,SJ,,"3,186",-,1138149.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APH,US,,"10,136",-,1136967.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,175,HK,,"367,631",-,1132812.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SWEDA,SS,,"35,477",-,1132070.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9434,JP,,"553,520",-,1131435.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ASAI3,BZ,,"765,263",-,1126382.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PWGR,IN,,"192,820",-,1122924.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MAN,US,,"12,019",-,1120483.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALPHA,GA,,"414,264",-,1120317.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PRU,US,,"5,847",-,1119321.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2328,HK,,"438,117",-,1116806.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,030200,KS,,"23,166",-,1114495.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HCLT,IN,,"30,679",-,1109731.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SSM,AU,,"708,538",-,1105319.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VLTO,US,,"6,698",-,1101967.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WBD,US,,"64,400",-,1099429.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IQV,US,,"3,463",-,1099260.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,J,US,,"5,085",-,1097327.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OCBC,SP,,"55,352",-,1093743.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,A,US,,"5,036",-,1092594.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WISE,LN,,"50,248",-,1083500.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CRTO,US,,"16,942",-,1082501.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AFG,AU,,"709,693",-,1071636.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SHW,US,,"1,946",-,1068382.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,COIN,US,,"2,659",-,1066391.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FOXA,US,,"13,591",-,1066351.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ICBP,IJ,,"932,553",-,1064481.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,K,CN,,"70,756",-,1060788.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,4684,JP,,"21,906",-,1056507.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,552,HK,,"1,108,422",-,1050915.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CDNS,US,,"2,161",-,1048622.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FYBR,US,,"18,707",-,1048427.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,006400,KS,,"3,842",-,1043284.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BBY,US,,"7,513",-,1041121.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RHM,GR,,"1,012",-,1039892.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CPALLF,TB,,"391,610",-,1034218.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NESTE,FH,,"50,807",-,1030304.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VRT,US,,"5,580",-,1023914.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ITUB4,BZ,,"127,185",-,1021799.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BKD,US,,"125,255",-,1017577.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PETR4,BZ,,"107,387",-,1016031.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ALLE,US,,"4,763",-,1005215.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TEAM,US,,"2,547",-,1000984.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FTS,CN,,"14,858",-,996590.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MAR,US,,"2,200",-,990951.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BBAS3,BZ,,"156,312",-,987726.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MANH,US,,"2,243",-,978744.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PCG,US,,"29,904",-,974659.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,DIDIY,US,,"132,024",-,974479.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,4536,JP,,"58,323",-,970103.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9901,HK,,"95,087",-,967764.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SMIN,LN,,"27,731",-,964257.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CTVA,US,,"10,459",-,962181.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,OMV,AV,,"15,359",-,959115.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ATCOB,SS,,"43,725",-,955212.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SNOW,US,,"3,824",-,953544.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8750,JP,,"21,767",-,947385.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RKT,LN,,"9,683",-,946596.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KDP,US,,"18,187",-,943481.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,3064,JP,,"34,275",-,941198.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CIMB,MK,,"316,564",-,937617.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9364,JP,,"26,467",-,931312.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AEM,US,,"7,295",-,921438.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CCK,US,,"6,871",-,917553.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MMYT,US,,"5,031",-,912302.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APO,US,,"3,412",-,910250.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WJL,AU,,"1,044,922",-,909082.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ENI,IM,,"41,435",-,907102.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EL,FP,,"2,298",-,905361.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7270,JP,,"31,165",-,903529.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PAAS,CN,,"27,598",-,901293.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ORLY,US,,470,-,899964.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MPWR,US,,940,-,898142.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9766,JP,,"5,874",-,893395.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STLD,US,,"4,837",-,891070.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BBN,AU,,"530,046",-,890477.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,177,HK,,"494,782",-,882670.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TECKB,CN,,"13,480",-,882212.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MTZ,US,,"3,998",-,879162.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RGA,US,,"2,544",-,877911.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6841,JP,,"25,085",-,875977.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CCO,CN,,"10,534",-,874297.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BGA,AU,,"150,827",-,870271.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GFI,SJ,,"40,994",-,867004.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RIO,LN,,"9,052",-,864776.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RBLX,US,,"9,240",-,863534.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NXT,LN,,"4,492",-,862965.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BMO,CN,,"5,500",-,861933.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CON,GR,,"7,931",-,859715.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6981,JP,,"32,617",-,857946.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ROP,US,,"1,018",-,854644.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,EQH,US,,"11,217",-,854560.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CSX,US,,"16,377",-,853559.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,LONN,SW,,892,-,851894.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,055550,KS,,"16,239",-,848916.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PBK,MK,,"513,854",-,846361.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HEIA,US,,"2,799",-,841330.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GNRC,US,,"3,343",-,837225.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,APD,US,,"1,781",-,834213.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FDX,US,,"1,833",-,833025.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GMAB,DC,,"2,484",-,831320.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PDD,US,,"5,299",-,830068.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BNS,CN,,"9,527",-,825819.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GMEXICOB,MM,,"106,972",-,822038.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SRE,US,,"5,775",-,818189.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,300750,C2,,"13,890",-,817531.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SWKS,US,,"5,707",-,817344.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AJG,US,,"1,782",-,817043.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ZOMATO,IN,,"155,223",-,814217.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CNA,LN,,"300,959",-,813317.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,086790,KS,,"12,992",-,809621.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CRH,US,,"5,409",-,808231.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AZO,US,,156,-,807671.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VESTA,MM,,"195,149",-,806586.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CU,CN,,"20,571",-,805104.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PCAR,US,,"4,785",-,803856.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BEI,GR,,"3,868",-,802106.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,SHBA,SS,,"47,867",-,799056.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RSG,US,,"2,444",-,794190.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TGT,US,,"3,630",-,792546.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FSR,SJ,,"120,896",-,786012.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CFG,US,,"11,113",-,785407.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MUV2,GR,,964,-,785321.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,2318,HK,,"81,965",-,784795.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TTWO,US,,"2,636",-,783595.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,7735,JP,,"8,016",-,781784.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AFL,US,,"4,669",-,779979.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RADL3,BZ,,"135,139",-,777262.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NG,LN,,"40,430",-,776925.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,5020,JP,,"91,148",-,774007.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BIRK,US,,"8,444",-,772774.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8058,JP,,"28,816",-,771151.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,TYL,US,,826,-,769090.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RCL,US,,"2,064",-,769075.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,QRVO,US,,"6,808",-,768862.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,9022,JP,,"25,223",-,768565.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,000270,KS,,"6,945",-,767270.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FGR,FP,,"5,411",-,766562.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,H,CN,,"15,381",-,764682.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,600887,C1,,"113,883",-,760506.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,4063,JP,,"13,890",-,755974.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,WLN,FP,,"53,148",-,753593.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,ANSS,US,,"1,383",-,753367.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,1802,JP,,"34,898",-,750625.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NPI,CN,,"37,304",-,749886.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,VNA,GR,,"15,258",-,748169.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RHI,US,,"6,530",-,743154.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,8001,JP,,"9,191",-,739753.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FTV,US,,"6,092",-,737884.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KMD,AU,,"1,883,246",-,734466.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,STN,CN,,"5,797",-,734135.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,BALL,US,,"8,216",-,731539.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CVS,US,,"10,026",-,726929.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,AIG,US,,"6,182",-,726884.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IT,US,,929,-,726726.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,GWW,US,,426,-,724680.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,4904,TT,,"162,393",-,715223.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,RACE,IM,,"1,034",-,713502.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,6586,JP,,"14,167",-,705068.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NXPI,US,,"2,096",-,703602.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,POW,CN,,"13,923",-,701105.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,857,HK,,"551,447",-,700555.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,FIX,US,,"1,018",-,697164.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IIB,IN,,"38,422",-,695945.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CPRT,US,,"7,508",-,695938.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KER,FP,,"1,726",-,687896.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,5929,JP,,"15,203",-,687757.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,IMO,CN,,"6,908",-,687290.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NSC,US,,"1,811",-,686570.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,HPE,US,,"19,875",-,685341.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NTES,US,,"4,715",-,679350.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,NICE,IT,,"2,461",-,677597.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,MET,US,,"5,112",-,675987.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,PAYX,US,,"2,983",-,675454.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CARR,US,,"6,113",-,673935.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,CBOE,US,,"2,128",-,671707.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,KPR,IN,,"35,783",-,671141.0,0.01
2024-12-31,NGS,Balanced Growth,LISTED EQUITY,1,-,-,REP,SM,,"34,129",-,667253.0,0.01
