AsAtDate,OptionName,Type,Name,Currency,SecurityIdentifier,UnitsHeld,Address,Ownership,Value,Weighting,ActualExposure,EffectOfExposure,TotalValue,TotalWeighting,TotalActualExposure
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MACQUARIE GROUP LTD.,n/a,MQG AU,"829,519",n/a,n/a,"$183,862,761",0.76%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ISHARES CORE S&P 500 ETF,n/a,IVV US,"187,017",n/a,n/a,"$177,813,506",0.74%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WESFARMERS LTD.,n/a,WES AU,"2,461,734",n/a,n/a,"$176,087,904",0.73%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MICROSOFT CORP.,n/a,MSFT US,"257,486",n/a,n/a,"$175,289,381",0.72%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TELSTRA GROUP LTD.,n/a,TLS AU,"30,395,110",n/a,n/a,"$121,884,393",0.50%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RIO TINTO LTD.,n/a,RIO AU,"985,459",n/a,n/a,"$115,751,982",0.48%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WOODSIDE ENERGY GROUP LTD.,n/a,WDS AU,"4,572,137",n/a,n/a,"$112,474,591",0.47%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ARISTOCRAT LEISURE LTD.,n/a,ALL AU,"1,482,385",n/a,n/a,"$101,335,785",0.42%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"TESLA, INC.",n/a,TSLA US,"124,534",n/a,n/a,"$81,227,536",0.34%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WOOLWORTHS GROUP LTD.,n/a,WOW AU,"2,648,189",n/a,n/a,"$80,743,294",0.33%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,QBE INSURANCE GROUP LTD.,n/a,QBE AU,"3,628,801",n/a,n/a,"$69,672,959",0.29%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"META PLATFORMS, INC.",n/a,META US,"73,535",n/a,n/a,"$69,540,685",0.29%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FORTESCUE LTD.,n/a,FMG AU,"3,723,224",n/a,n/a,"$67,948,840",0.28%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ALPHABET, INC.",n/a,GOOGL US,"214,505",n/a,n/a,"$65,583,026",0.27%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BRAMBLES LTD.,n/a,BXB AU,"3,324,940",n/a,n/a,"$63,971,848",0.26%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,XERO LTD.,n/a,XRO AU,"367,542",n/a,n/a,"$61,953,083",0.26%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COLES GROUP LTD.,n/a,COL AU,"3,228,951",n/a,n/a,"$60,994,880",0.25%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"RESMED, INC.",n/a,RMD AU,"1,576,498",n/a,n/a,"$57,967,832",0.24%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SANTOS LTD.,n/a,STO AU,"8,665,619",n/a,n/a,"$57,886,325",0.24%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BROADCOM, INC.",n/a,AVGO US,"150,369",n/a,n/a,"$56,305,651",0.23%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SUNCORP GROUP LTD.,n/a,SUN AU,"2,845,852",n/a,n/a,"$54,099,628",0.22%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,INSURANCE AUSTRALIA GROUP LTD.,n/a,IAG AU,"6,379,747",n/a,n/a,"$53,972,655",0.22%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ALPHABET, INC.",n/a,GOOG US,"173,064",n/a,n/a,"$53,231,445",0.22%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WISETECH GLOBAL LTD.,n/a,WTC AU,"434,614",n/a,n/a,"$52,614,404",0.22%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COCHLEAR LTD.,n/a,COH AU,"176,846",n/a,n/a,"$51,264,371",0.21%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JAMES HARDIE INDUSTRIES PLC,n/a,JHX AU,"1,009,724",n/a,n/a,"$50,556,855",0.21%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD.,n/a,2330 TT,"896,952",n/a,n/a,"$47,502,108",0.20%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORIGIN ENERGY LTD.,n/a,ORG AU,"4,204,860",n/a,n/a,"$45,832,972",0.19%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COMPUTERSHARE LTD.,n/a,CPU AU,"1,315,946",n/a,n/a,"$44,676,376",0.18%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NORTHERN STAR RESOURCES LTD.,n/a,NST AU,"2,666,569",n/a,n/a,"$41,171,823",0.17%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JPMORGAN CHASE & CO.,n/a,JPM US,"98,907",n/a,n/a,"$38,292,826",0.16%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,QANTAS AIRWAYS LTD.,n/a,QAN AU,"4,199,605",n/a,n/a,"$37,670,467",0.16%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PRO MEDICUS LTD.,n/a,PME AU,"149,455",n/a,n/a,"$37,381,864",0.15%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"VISA, INC.",n/a,V US,"71,610",n/a,n/a,"$36,552,691",0.15%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SOUTH32 LTD.,n/a,S32 AU,"10,288,832",n/a,n/a,"$34,982,031",0.14%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CAR GROUP LTD.,n/a,CAR AU,"930,705",n/a,n/a,"$33,533,283",0.14%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REA GROUP LTD.,n/a,REA AU,"142,133",n/a,n/a,"$33,161,088",0.14%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BERKSHIRE HATHAWAY, INC.",n/a,BRKB US,"44,704",n/a,n/a,"$32,727,519",0.14%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"UNITEDHEALTH GROUP, INC.",n/a,UNH US,"39,056",n/a,n/a,"$31,909,019",0.13%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,APPLOVIN CORP.,n/a,APP US,"59,462",n/a,n/a,"$31,100,918",0.13%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ELI LILLY & CO.,n/a,LLY US,"24,305",n/a,n/a,"$30,304,746",0.13%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TECHNOLOGY ONE LTD.,n/a,TNE AU,"910,988",n/a,n/a,"$28,523,004",0.12%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TREASURY WINE ESTATES LTD.,n/a,TWE AU,"2,421,782",n/a,n/a,"$27,438,789",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JB HI-FI LTD.,n/a,JBH AU,"294,487",n/a,n/a,"$27,293,033",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SONIC HEALTHCARE LTD.,n/a,SHL AU,"1,008,621",n/a,n/a,"$27,242,870",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"NETFLIX, INC.",n/a,NFLX US,"18,738",n/a,n/a,"$26,975,042",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LOTTERY CORP. LTD.,n/a,TLC AU,"5,372,278",n/a,n/a,"$26,539,052",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CSOP SAUDI ARABIA ETF,n/a,2830 HK,"1,536,462",n/a,n/a,"$25,985,050",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,JOHNSON & JOHNSON,n/a,JNJ US,"111,104",n/a,n/a,"$25,951,531",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASX LTD.,n/a,ASX AU,"392,940",n/a,n/a,"$25,572,549",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COSTCO WHOLESALE CORP.,n/a,COST US,"17,203",n/a,n/a,"$25,457,775",0.11%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ADOBE, INC.",n/a,ADBE US,"34,870",n/a,n/a,"$25,043,109",0.10%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORICA LTD.,n/a,ORI AU,"1,500,691",n/a,n/a,"$24,881,435",0.10%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BANK OF AMERICA CORP.,n/a,BAC US,"346,045",n/a,n/a,"$24,563,770",0.10%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AMCOR PLC,n/a,AMC AU,"1,594,212",n/a,n/a,"$23,865,346",0.10%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SGH LTD.,n/a,SGH AU,"516,285",n/a,n/a,"$23,805,877",0.10%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EXXON MOBIL CORP.,n/a,XOM US,"135,973",n/a,n/a,"$23,623,637",0.10%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TENCENT HOLDINGS LTD.,n/a,700 HK,"261,411",n/a,n/a,"$22,665,148",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MEDIBANK PVT LTD.,n/a,MPL AU,"5,958,998",n/a,n/a,"$22,584,601",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BENDIGO & ADELAIDE BANK LTD.,n/a,BEN AU,"1,714,308",n/a,n/a,"$22,457,428",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WELLS FARGO & CO.,n/a,WFC US,"196,689",n/a,n/a,"$22,313,507",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,GENERAL ELECTRIC CO.,n/a,GE US,"82,322",n/a,n/a,"$22,176,094",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NOVO NORDISK AS,n/a,NOVOB DC,"156,557",n/a,n/a,"$21,916,612",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MASTERCARD, INC.",n/a,MA US,"25,554",n/a,n/a,"$21,733,505",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,FISHER & PAYKEL HEALTHCARE CORP. LTD.,n/a,FPH AU,"621,454",n/a,n/a,"$21,719,804",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ICICI BANK LTD.,n/a,IBN US,"449,332",n/a,n/a,"$21,670,125",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"INTUITIVE SURGICAL, INC.",n/a,ISRG US,"25,568",n/a,n/a,"$21,553,296",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,INSIGNIA FINANCIAL LTD.,n/a,IFL AU,"5,946,628",n/a,n/a,"$21,110,528",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PROCTER & GAMBLE CO.,n/a,PG US,"77,190",n/a,n/a,"$20,900,986",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"WALMART, INC.",n/a,WMT US,"142,445",n/a,n/a,"$20,786,331",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BLOCK, INC.",n/a,SQ2 AU,"147,332",n/a,n/a,"$20,770,924",0.09%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CLEANAWAY WASTE MANAGEMENT LTD.,n/a,CWY AU,"7,722,508",n/a,n/a,"$20,464,647",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,EVOLUTION MINING LTD.,n/a,EVN AU,"4,246,771",n/a,n/a,"$20,426,968",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ENDEAVOUR GROUP LTD.,n/a,EDV AU,"4,798,244",n/a,n/a,"$20,152,625",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CITIGROUP, INC.",n/a,C US,"176,723",n/a,n/a,"$20,091,284",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,3I GROUP PLC,n/a,III LN,"278,042",n/a,n/a,"$20,044,559",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"HOME DEPOT, INC.",n/a,HD US,"31,784",n/a,n/a,"$19,969,142",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"UBER TECHNOLOGIES, INC.",n/a,UBER US,"199,542",n/a,n/a,"$19,440,061",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NEXTDC LTD.,n/a,NXT AU,"1,252,996",n/a,n/a,"$18,882,638",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NEXT FUNDS NIKKEI 225 EXCHANGE TRADED FUND,n/a,1321 JP,"44,303",n/a,n/a,"$18,881,182",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TOYOTA MOTOR CORP.,n/a,7203 JP,"561,692",n/a,n/a,"$18,160,146",0.08%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ANSELL LTD.,n/a,ANN AU,"526,531",n/a,n/a,"$17,807,265",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AMPOL LTD.,n/a,ALD AU,"629,088",n/a,n/a,"$17,733,993",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ABBVIE, INC.",n/a,ABBV US,"61,503",n/a,n/a,"$17,651,550",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,INCITEC PIVOT LTD.,n/a,IPL AU,"6,022,510",n/a,n/a,"$17,645,949",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALS LTD.,n/a,ALQ AU,"1,156,437",n/a,n/a,"$17,439,063",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"CISCO SYSTEMS, INC.",n/a,CSCO US,"181,121",n/a,n/a,"$17,317,931",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASML HOLDING NV,n/a,ASML NA,"15,239",n/a,n/a,"$17,297,626",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SANDFIRE RESOURCES LTD.,n/a,SFR AU,"1,856,783",n/a,n/a,"$17,230,946",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"SALESFORCE, INC.",n/a,CRM US,"31,706",n/a,n/a,"$17,120,181",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,WORLEY LTD.,n/a,WOR AU,"1,237,717",n/a,n/a,"$16,956,715",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RAMSAY HEALTH CARE LTD.,n/a,RHC AU,"484,587",n/a,n/a,"$16,737,614",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TAIWAN SEMICONDUCTOR MANUFACTURING CO. LTD.,n/a,TSM US,"52,138",n/a,n/a,"$16,630,554",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,QUBE HOLDINGS LTD.,n/a,QUB AU,"4,187,451",n/a,n/a,"$16,624,179",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ASTRAZENECA PLC,n/a,AZN LN,"77,969",n/a,n/a,"$16,509,508",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NEWMONT CORP.,n/a,NEM AU,"276,779",n/a,n/a,"$16,479,408",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AURIZON HOLDINGS LTD.,n/a,AZJ AU,"4,946,062",n/a,n/a,"$16,074,703",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MEITUAN,n/a,3690 HK,"505,155",n/a,n/a,"$15,933,396",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ROCHE HOLDING AG,n/a,ROG SW,"34,970",n/a,n/a,"$15,923,814",0.07%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BLUESCOPE STEEL LTD.,n/a,BSL AU,"831,154",n/a,n/a,"$15,534,275",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ALIBABA GROUP HOLDING LTD.,n/a,9988 HK,"900,273",n/a,n/a,"$15,424,056",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,STEADFAST GROUP LTD.,n/a,SDF AU,"2,636,199",n/a,n/a,"$15,289,955",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SEA LTD.,n/a,SE US,"89,107",n/a,n/a,"$15,269,752",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ARISTA NETWORKS, INC.",n/a,ANET US,"83,684",n/a,n/a,"$14,939,100",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HUB24 LTD.,n/a,HUB AU,"214,592",n/a,n/a,"$14,935,596",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SAMSUNG ELECTRONICS CO. LTD.,n/a,005930 KS,"255,707",n/a,n/a,"$14,924,737",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SEEK LTD.,n/a,SEK AU,"657,247",n/a,n/a,"$14,834,061",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORACLE CORP.,n/a,ORCL US,"54,824",n/a,n/a,"$14,755,728",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"ADVANCED MICRO DEVICES, INC.",n/a,AMD US,"74,718",n/a,n/a,"$14,576,697",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PILBARA MINERALS LTD.,n/a,PLS AU,"6,596,538",n/a,n/a,"$14,446,420",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SAP SE,n/a,SAP GR,"35,697",n/a,n/a,"$14,107,098",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PAYPAL HOLDINGS, INC.",n/a,PYPL US,"100,986",n/a,n/a,"$13,921,050",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AMERICAN EXPRESS CO.,n/a,AXP US,"28,968",n/a,n/a,"$13,885,758",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CAPITAL ONE FINANCIAL CORP.,n/a,COF US,"48,146",n/a,n/a,"$13,866,086",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,METCASH LTD.,n/a,MTS AU,"4,443,716",n/a,n/a,"$13,775,518",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"LIFE360, INC.",n/a,360 AU,"602,044",n/a,n/a,"$13,570,073",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ORORA LTD.,n/a,ORA AU,"5,478,298",n/a,n/a,"$13,476,610",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,HSBC HOLDINGS PLC,n/a,HSBA LN,"843,161",n/a,n/a,"$13,393,459",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NETWEALTH GROUP LTD.,n/a,NWL AU,"464,124",n/a,n/a,"$13,343,588",0.06%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,PINNACLE INVESTMENT MANAGEMENT GROUP LTD.,n/a,PNI AU,"581,107",n/a,n/a,"$13,278,294",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"BOOKING HOLDINGS, INC.",n/a,BKNG US,"1,637",n/a,n/a,"$13,142,915",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BRISTOL-MYERS SQUIBB CO.,n/a,BMY US,"143,039",n/a,n/a,"$13,066,643",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COCA-COLA CO.,n/a,KO US,"128,273",n/a,n/a,"$12,898,737",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AMP LTD.,n/a,AMP AU,"8,127,038",n/a,n/a,"$12,881,356",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SONY GROUP CORP.,n/a,6758 JP,"371,926",n/a,n/a,"$12,877,129",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"MERCK & CO., INC.",n/a,MRK US,"78,290",n/a,n/a,"$12,579,028",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,UBS GROUP AG,n/a,UBSG SW,"253,866",n/a,n/a,"$12,546,152",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,TELIX PHARMACEUTICALS LTD.,n/a,TLX AU,"506,672",n/a,n/a,"$12,469,187",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SIGMA HEALTHCARE LTD.,n/a,SIG AU,"4,754,882",n/a,n/a,"$12,457,790",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"SERVICENOW, INC.",n/a,NOW US,"7,264",n/a,n/a,"$12,439,585",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,CHEVRON CORP.,n/a,CVX US,"53,035",n/a,n/a,"$12,406,674",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,RELIANCE WORLDWIDE CORP. LTD.,n/a,RWC AU,"2,463,221",n/a,n/a,"$12,365,363",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,REECE LTD.,n/a,REH AU,"552,147",n/a,n/a,"$12,357,069",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LYNAS RARE EARTHS LTD.,n/a,LYC AU,"1,902,410",n/a,n/a,"$12,232,497",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MCKESSON CORP.,n/a,MCK US,"13,048",n/a,n/a,"$12,011,524",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,COGNIZANT TECHNOLOGY SOLUTIONS CORP.,n/a,CTSH US,"96,085",n/a,n/a,"$11,933,920",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,SANOFI SA,n/a,SAN FP,"75,738",n/a,n/a,"$11,873,863",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"PEPSICO, INC.",n/a,PEP US,"48,154",n/a,n/a,"$11,826,494",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MINERAL RESOURCES LTD.,n/a,MIN AU,"344,720",n/a,n/a,"$11,806,655",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"DATADOG, INC.",n/a,DDOG US,"51,130",n/a,n/a,"$11,800,305",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ABBOTT LABORATORIES,n/a,ABT US,"63,838",n/a,n/a,"$11,662,359",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,VIVA ENERGY GROUP LTD.,n/a,VEA AU,"4,410,382",n/a,n/a,"$11,599,305",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,"GOLDMAN SACHS GROUP, INC.",n/a,GS US,"12,535",n/a,n/a,"$11,592,368",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,ARTHUR J GALLAGHER & CO.,n/a,AJG US,"25,124",n/a,n/a,"$11,518,159",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,NOVARTIS AG,n/a,NOVN SW,"72,670",n/a,n/a,"$11,487,701",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,AUB GROUP LTD.,n/a,AUB AU,"366,796",n/a,n/a,"$11,444,031",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BAPCOR LTD.,n/a,BAP AU,"2,418,555",n/a,n/a,"$11,415,581",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,MORGAN STANLEY,n/a,MS US,"55,648",n/a,n/a,"$11,299,496",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,BANK OF QUEENSLAND LTD.,n/a,BOQ AU,"1,662,754",n/a,n/a,"$11,140,454",0.05%,,,,,
31 December 2024,Lifecycle_Balanced_Pool_Superannuation,Listed Equity,LINDE PLC,n/a,LIN US,"16,432",n/a,n/a,"$11,110,731",0.05%,,,,,
