Effective Date,Fund Name,Option Name,Asset Class Name,Int/Ext,Name/Kind of Investment Item,Currency,Stock ID,Listed Country,Units Held,% Ownership,Address,Value (AUD),Weighting,_Listed Country (before),_Listed Country (after)
31/12/2024,Care Super,Balanced,Listed Equity,1,TS Tech Co Ltd,,7313,JP,1600.0,,,29541.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Tuas Ltd,,TUA,AU,35946.0,,,228614.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Tube Investments of India Ltd,,TIINDIA,IN,59618.0,,,4022233.0,0.0001,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Turkiye Petrol Rafinerileri AS,,TUPRS,TI,139549.0,,,904474.0,0.0,TI,Turkey
31/12/2024,Care Super,Balanced,Listed Equity,1,Turk Hava Yollari AO,,THYAO,TI,71661.0,,,919763.0,0.0,TI,Turkey
31/12/2024,Care Super,Balanced,Listed Equity,1,Turkcell Iletisim Hizmetleri AS,,TCELL,TI,55837.0,,,236676.0,0.0,TI,Turkey
31/12/2024,Care Super,Balanced,Listed Equity,1,Turkiye Is Bankasi AS,,ISCTR,TI,280537.0,,,173498.0,0.0,TI,Turkey
31/12/2024,Care Super,Balanced,Listed Equity,1,Twilio Inc,,TWLO,US,31534.0,,,5504611.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,TXNM Energy Inc,,TXNM,US,1069.0,,,84917.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Tyler Technologies Inc,,TYL,US,1821.0,,,1696325.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Tyro Payments Ltd,,TYR,AU,5698397.0,,,4644193.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Tyson Foods Inc,,TSN,US,170068.0,,,15777601.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Uber Technologies Inc,,UBER,US,414645.0,,,40396283.0,0.001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,UBS Group AG,,UBSG,SW,875553.0,,,43270167.0,0.001,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Equity,1,UCB SA,,UCB,BB,2318.0,,,745111.0,0.0,BB,Belgium
31/12/2024,Care Super,Balanced,Listed Equity,1,Ulta Beauty Inc,,ULTA,US,4682.0,,,3288935.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,UniCredit SpA,,UCG,IM,139461.0,,,8985641.0,0.0002,IM,Italy
31/12/2024,Care Super,Balanced,Listed Equity,1,Unilever PLC,,UL,US,33540.0,,,3071486.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Unilever PLC,,ULVR,LN,299501.0,,,27552816.0,0.0007000000000000001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Unilever PLC,,UNAA,I2,97236.0,,,8924720.0,0.0002,I2,Netherlands
31/12/2024,Care Super,Balanced,Listed Equity,1,Unimicron Technology Corp,,3037,TT,27793.0,,,193056.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Union Pacific Corp,,UNP,US,18157.0,,,6687575.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Unipol Assicurazioni SpA,,UNI,IM,51935.0,,,1044922.0,0.0,IM,Italy
31/12/2024,Care Super,Balanced,Listed Equity,1,United Microelectronics Corp,,2303,TT,199703.0,,,423538.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,United Overseas Bank Ltd,,UOB,SP,28516.0,,,1226535.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Equity,1,United Parcel Service Inc,,UPS,US,2623.0,,,534167.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,United Rentals Inc,,URI,US,2898.0,,,3296819.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,United Therapeutics Corp,,UTHR,US,38411.0,,,21889361.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,United Utilities Group PLC,,UU/,LN,7832.0,,,166580.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,UnitedHealth Group Inc,,UNH,US,71982.0,,,58810947.0,0.0014000000000000002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Universal Health Services Inc,,UHS,US,1701.0,,,492783.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Varun Beverages Ltd,,VBL,IN,794725.0,,,32856378.0,0.0008,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Universal Robina Corp,,URC,PM,804572.0,,,1774723.0,0.0,PM,Philippines
31/12/2024,Care Super,Balanced,Listed Equity,1,Universal Store Holdings Ltd,,UNI,AU,972296.0,,,8342299.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Unum Group,,UNM,US,5283.0,,,623168.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,US Bancorp,,USB,US,38726.0,,,2991643.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,US Foods Holding Corp,,USFD,US,104207.0,,,11353994.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vale SA,,VALE,US,122530.0,,,1755382.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vale SA,,VALE3,BZ,48243.0,,,688007.0,0.0,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Valeo SE,,FR,FP,2006.0,,,31241.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Valero Energy Corp,,VLO,US,9087.0,,,1799177.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Valvoline Inc,,VVV,US,135907.0,,,7941746.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Varun Beverages Ltd,,VBL,IN,338665.0,,,4079364.0,0.0001,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Vault Minerals Ltd,,VAU,AU,9289851.0,,,3065651.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Vector Ltd,,VCT,NZ,3322.0,,,11723.0,0.0,NZ,New Zealand
31/12/2024,Care Super,Balanced,Listed Equity,1,Vedanta Ltd,,VEDL,IN,191085.0,,,1602179.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Veeva Systems Inc,,VEEV,US,15264.0,,,5183182.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Ventia Services Group Pty Ltd,,VNT,AU,2016789.0,,,7260442.0,0.0002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Veralto Corp,,VLTO,US,6513.0,,,1071324.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Verbund AG,,VER,AV,10168.0,,,1190440.0,0.0,AV,Austria
31/12/2024,Care Super,Balanced,Listed Equity,1,VeriSign Inc,,VRSN,US,96765.0,,,32345046.0,0.0008,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Verisk Analytics Inc,,VRSK,US,4107.0,,,1826986.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Verizon Communications Inc,,VZ,US,252367.0,,,16300005.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vertex Pharmaceuticals Inc,,VRTX,US,21546.0,,,14013472.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vertiv Holdings Co,,VRT,US,31149.0,,,5715631.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Viatris Inc,,VTRS,US,103436.0,,,2079912.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vibra Energia SA,,VBBR3,BZ,152731.0,,,712342.0,0.0,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Vinci SA,,DG,FP,7867.0,,,1312252.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Vipshop Holdings Ltd,,VIPS,US,38495.0,,,837473.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Visa Inc,,V,US,277487.0,,,141640807.0,0.0033,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vista Energy SAB de CV,,VIST,US,14046.0,,,1227522.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vistra Corp,,VST,US,8828.0,,,1965835.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Viva Energy Group Ltd,,VEA,AU,15299110.0,,,40236661.0,0.0009,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Vodacom Group Ltd,,VOD,SJ,745.0,,,6461.0,0.0,SJ,South Africa
31/12/2024,Care Super,Balanced,Listed Equity,1,Vodafone Group PLC,,VOD,LN,1743269.0,,,2408421.0,0.0001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,Volkswagen AG,,VOW3,GR,17944.0,,,2672074.0,0.0001,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Voltronic Power Technology Corp,,6409,TT,177530.0,,,16267472.0,0.0004,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Volvo AB,,VOLVB,SS,443010.0,,,17393649.0,0.0004,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Equity,1,Voya Financial Inc,,VOYA,US,49160.0,,,5464994.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Vulcan Energy Resources Ltd,,VUL,AU,29110.0,,,155740.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Vulcan Steel Ltd,,VSL,AU,556692.0,,,3757670.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,W R Berkley Corp,,WRB,US,24921.0,,,2355466.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,WA1 Resources Ltd,,WA1,AU,12759.0,,,169051.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Wal-Mart de Mexico SAB de CV,,WALMEX*,MM,1148647.0,,,4897471.0,0.0001,MM,Mexico
31/12/2024,Care Super,Balanced,Listed Equity,1,Walmart Inc,,WMT,US,119028.0,,,17369261.0,0.0004,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Wartsila OYJ Abp,,WRT1V,FH,112433.0,,,3217341.0,0.0001,FH,Finland
31/12/2024,Care Super,Balanced,Listed Equity,1,Washington H Soul Pattinson & Co Ltd,,SOL,AU,42040.0,,,1438600.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Waste Connections Inc,,WCN,CN,2002.0,,,554503.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Waste Connections Inc,,WCN,US,8432.0,,,2336626.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Waste Management Inc,,WM,US,23829.0,,,7766153.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Waters Corp,,WAT,US,1253.0,,,750921.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Webjet Ltd,,WEB,AU,3604032.0,,,16542506.0,0.0004,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Webjet Group Ltd,,WJL,AU,4370769.0,,,3802569.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,WEC Energy Group Inc,,WEC,US,3701.0,,,562055.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Weebit Nano Ltd,,WBT,AU,29931.0,,,107751.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,WEG SA,,WEGE3,BZ,349840.0,,,4826405.0,0.0001,BZ,Brazil
31/12/2024,Care Super,Balanced,Listed Equity,1,Wells Fargo & Co,,WFC,US,368719.0,,,41829643.0,0.001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Wesfarmers Ltd,,WES,AU,2363285.0,,,169045754.0,0.004,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,West African Resources Ltd,,WAF,AU,254668.0,,,365448.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Westgold Resources Ltd,,WGX,AU,1992705.0,,,5639355.0,0.0001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Westinghouse Air Brake Technologies Corp,,WAB,US,19454.0,,,5956960.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Westpac Banking Corp,,WBC,AU,489.0,,,51660.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Westpac Banking Corp,,WBC,AU,7470039.0,,,241431659.0,0.005699999999999999,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,WH Group Ltd,,288,HK,2690790.0,,,3362420.0,0.0001,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Wheaton Precious Metals Corp,,WPM,CN,16414.0,,,1491418.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,Wildcat Resources Ltd,,WC8,AU,313268.0,,,86149.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Williams Cos Inc/The,,WMB,US,14110.0,,,1233339.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Williams-Sonoma Inc,,WSM,US,1976.0,,,590994.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Willis Towers Watson PLC,,WTW,US,1678.0,,,849030.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Wipro Ltd,,WPRO,IN,198247.0,,,1128907.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Wise PLC,,WISE,LN,144609.0,,,3118162.0,0.0001,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Equity,1,WiseTech Global Ltd,,WTC,AU,689673.0,,,83491771.0,0.002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Wistron Corp,,3231,TT,56966.0,,,291868.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Wiwynn Corp,,6669,TT,1426.0,,,184019.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Wix.com Ltd,,WIX,US,4311.0,,,1493847.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Wolters Kluwer NV,,WKL,NA,125338.0,,,33623437.0,0.0008,NA,Netherlands
31/12/2024,Care Super,Balanced,Listed Equity,1,Woodside Energy Group Ltd,,WDS,AU,3903593.0,,,96028396.0,0.0023,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Woolworths Group Ltd,,WOW,AU,1940444.0,,,59164133.0,0.0014000000000000002,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Woori Financial Group Inc,,316140,KS,46289.0,,,780553.0,0.0,KS,South Korea
31/12/2024,Care Super,Balanced,Listed Equity,1,Workday Inc,,WDAY,US,66856.0,,,27862281.0,0.0007000000000000001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Worldline SA/France,,WLN,FP,168240.0,,,2385492.0,0.0001,FP,France
31/12/2024,Care Super,Balanced,Listed Equity,1,Worley Ltd,,WOR,AU,2993472.0,,,41010560.0,0.001,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,WSP Global Inc,,WSP,CN,179.0,,,50847.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Equity,1,WW Grainger Inc,,GWW,US,4602.0,,,7834416.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Xcel Energy Inc,,XEL,US,24668.0,,,2690068.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Xero Ltd,,XRO,AU,973019.0,,,164012023.0,0.0039000000000000003,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Xiaomi Corp,,1810,HK,1402954.0,,,10063760.0,0.0002,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,XPEL Inc,,XPEL,US,39196.0,,,2528435.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Xylem Inc/NY,,XYL,US,36989.0,,,6931195.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Yakult Honsha Co Ltd,,2267,JP,16944.0,,,520143.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Yamada Holdings Co Ltd,,9831,JP,237872.0,,,1107644.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Yamaha Motor Co Ltd,,7272,JP,33410.0,,,482235.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Yang Ming Marine Transport Corp,,2609,TT,132408.0,,,493793.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Yangzijiang Shipbuilding Holdings Ltd,,YZJSGD,SP,363275.0,,,1285975.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Equity,1,Yantai Jereh Oilfield Services Group Co Ltd,,002353,C2,2848.0,,,23309.0,0.0,C2,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Yapi ve Kredi Bankasi AS,,YKBNK,TI,17734.0,,,24803.0,0.0,TI,Turkey
31/12/2024,Care Super,Balanced,Listed Equity,1,Yaskawa Electric Corp,,6506,JP,7929.0,,,331405.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,YETI Holdings Inc,,YETI,US,46770.0,,,2909009.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Yifeng Pharmacy Chain Co Ltd,,603939,C1,1238432.0,,,6612342.0,0.0002,C1,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Yokogawa Electric Corp,,6841,JP,167367.0,,,5844598.0,0.0001,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Yuanta Financial Holding Co Ltd,,2885,TT,15512.0,,,25982.0,0.0,TT,Taiwan
31/12/2024,Care Super,Balanced,Listed Equity,1,Yum! Brands Inc,,YUM,US,8587.0,,,1860558.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Zalando SE,,ZAL,GR,19794.0,,,1072268.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Equity,1,Zebra Technologies Corp,,ZBRA,US,83.0,,,52009.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Zhongji Innolight Co Ltd,,300308,C2,10392.0,,,284019.0,0.0,C2,China
31/12/2024,Care Super,Balanced,Listed Equity,1,Zhongsheng Group Holdings Ltd,,881,HK,37721.0,,,109488.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Zijin Mining Group Co Ltd,,2899,HK,1444306.0,,,4246259.0,0.0001,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Zimmer Biomet Holdings Inc,,ZBH,US,3483.0,,,594286.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Zip Co Ltd,,ZIP,AU,4329723.0,,,12815980.0,0.0003,AU,Australia
31/12/2024,Care Super,Balanced,Listed Equity,1,Zoetis Inc,,ZTS,US,79817.0,,,21004016.0,0.0005,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,Zomato Ltd,,ZOMATO,IN,61338.0,,,321746.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Equity,1,Zoom Video Communications Inc,,ZM,US,62946.0,,,8296917.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,ZOZO Inc,,3092,JP,2079.0,,,104602.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Equity,1,Zscaler Inc,,ZS,US,3074.0,,,895673.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Equity,1,ZTE Corp,,000063,C2,9546.0,,,85332.0,0.0,C2,China
31/12/2024,Care Super,Balanced,Listed Equity,1,ZTE Corp,,763,HK,117320.0,,,593973.0,0.0,HK,Hong Kong
31/12/2024,Care Super,Balanced,Listed Equity,1,Zurich Insurance Group AG,,ZURN,SW,2711.0,,,2603505.0,0.0001,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Equity,1,Zydus Lifesciences Ltd,,ZYDUSLIF,IN,34384.0,,,630297.0,0.0,IN,India
31/12/2024,Care Super,Balanced,Listed Property,1,Abacus Group,,ABG,AU,72525.0,,,79778.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,Abacus Storage King,,ASK,AU,111917.0,,,125907.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,Acadia Realty Trust,,AKR,US,13527.0,,,527834.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Activia Properties Inc,,3279,JP,97.0,,,328850.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Property,1,Advance Residence Investment Corp,,3269,JP,173.0,,,520888.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Property,1,Aedifica SA,,AED,BB,6515.0,,,612349.0,0.0,BB,Belgium
31/12/2024,Care Super,Balanced,Listed Property,1,Aeon Mall Co Ltd,,8905,JP,20246.0,,,423416.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Property,1,AEON REIT Investment Corp,,3292,JP,251.0,,,326575.0,0.0,JP,Japan
31/12/2024,Care Super,Balanced,Listed Property,1,Agree Realty Corp,,ADC,US,13144.0,,,1495602.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Aldar Properties PJSC,,ALDAR,UH,1845913.0,,,6233754.0,0.0001,UH,United Arab Emirates
31/12/2024,Care Super,Balanced,Listed Property,1,Alexander & Baldwin Inc,,ALEX,US,9518.0,,,272726.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Alexandria Real Estate Equities Inc,,ARE,US,46052.0,,,7255646.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Allied Properties Real Estate Investment Trust,,AP-U,CN,17864.0,,,344059.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Property,1,Allreal Holding AG,,ALLN,SW,2241.0,,,661444.0,0.0,SW,Switzerland
31/12/2024,Care Super,Balanced,Listed Property,1,American Assets Trust Inc,,AAT,US,6661.0,,,282498.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,American Homes 4 Rent,,AMH,US,44601.0,,,2695592.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,American Tower Corp,,AMT,US,5413.0,,,1603471.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Americold Realty Trust Inc,,COLD,US,37455.0,,,1294576.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Amot Investments Ltd,,AMOT,IT,29909.0,,,273642.0,0.0,IT,Israel
31/12/2024,Care Super,Balanced,Listed Property,1,Annaly Capital Management Inc,,NLY,US,38545.0,,,1139248.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Apartment Investment and Management Co,,AIV,US,19269.0,,,282902.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Apple Hospitality REIT Inc,,APLE,US,29977.0,,,743184.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Arena REIT,,ARF,AU,61433.0,,,238974.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,ARGAN SA,,ARG,FP,1912.0,,,193476.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Property,1,Aroundtown SA,,AT1,GR,94039.0,,,459403.0,0.0,GR,Germany
31/12/2024,Care Super,Balanced,Listed Property,1,Assura PLC,,AGR,LN,461450.0,,,357869.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Property,1,Atrium Ljungberg AB,,ATRLJB,SS,7257.0,,,210259.0,0.0,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Property,1,AvalonBay Communities Inc,,AVB,US,38516.0,,,13683815.0,0.0003,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Azrieli Group Ltd,,AZRG,IT,4791.0,,,638981.0,0.0,IT,Israel
31/12/2024,Care Super,Balanced,Listed Property,1,Big Yellow Group PLC,,BYG,LN,26932.0,,,522992.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Property,1,Boardwalk Real Estate Investment Trust,,BEI-U,CN,5364.0,,,387061.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Property,1,British Land Co PLC/The,,BLND,LN,122669.0,,,894265.0,0.0,LN,United Kingdom
31/12/2024,Care Super,Balanced,Listed Property,1,Brixmor Property Group Inc,,BRX,US,39419.0,,,1772483.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Broadstone Net Lease Inc,,BNL,US,25045.0,,,641544.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,BWP Trust,,BWP,AU,84700.0,,,277816.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,BXP Inc,,BXP,US,20763.0,,,2493607.0,0.0001,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,CA Immobilien Anlagen AG,,CAI,AV,5124.0,,,199828.0,0.0,AV,Austria
31/12/2024,Care Super,Balanced,Listed Property,1,Camden Property Trust,,CPT,US,40054.0,,,7506800.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Canadian Apartment Properties REIT,,CAR-U,CN,21685.0,,,1038170.0,0.0,CN,Canada
31/12/2024,Care Super,Balanced,Listed Property,1,CapitaLand Ascendas REIT,,CLAR,SP,481370.0,,,1464665.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Property,1,CapitaLand Ascott Trust,,CLAS,SP,368928.0,,,380003.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Property,1,CapitaLand Integrated Commercial Trust,,CICT,SP,678183.0,,,1549638.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Property,1,CapitaLand Investment Ltd/Singapore,,CLI,SP,339245.0,,,1052302.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Property,1,CareTrust REIT Inc,,CTRE,US,17708.0,,,773633.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Carmila SA,,CARM,FP,8230.0,,,220502.0,0.0,FP,France
31/12/2024,Care Super,Balanced,Listed Property,1,Castellum AB,,CAST,SS,57519.0,,,1013561.0,0.0,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Property,1,Catena AB,,CATE,SS,5099.0,,,352549.0,0.0,SS,Sweden
31/12/2024,Care Super,Balanced,Listed Property,1,CBRE Group Inc,,CBRE,US,47155.0,,,9999193.0,0.0002,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,CDL Hospitality Trusts,,CDREIT,SP,152403.0,,,155174.0,0.0,SP,Singapore
31/12/2024,Care Super,Balanced,Listed Property,1,Centerspace,,CSR,US,2077.0,,,221911.0,0.0,US,United States
31/12/2024,Care Super,Balanced,Listed Property,1,Centuria Capital Group,,CNI,AU,165026.0,,,292921.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,Centuria Industrial REIT,,CIP,AU,82085.0,,,231480.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,Centuria Office REIT,,COF,AU,68663.0,,,75530.0,0.0,AU,Australia
31/12/2024,Care Super,Balanced,Listed Property,1,Charter Hall Group,,CHC,AU,2920162.0,,,41904321.0,0.001,AU,Australia
